id,Geographic Area Name,Total_population_18_24,Total_18_24_lt_high_school,Total_18_24_high_school_diploma,Total_18_24_associate_degree,Total_18_24_bachelor,Total_population_25_and_over,Total_population_25_lt_9th,Total_25_9_12_no_diploma,Total_25_high_School,Total_population_25_college_no_degree,Total_population_25_associate_degree,Total_population_25 _bachelor,Total_population_25_graduate,Total_25_over_High_school,Total_population_25years_and_over_Bachelor,Total_population_25_34,Total_25_34_High_school,Total_25_34_Bachelor_higher,Total_population_35_44,Total_35_44_high_school_graduate,Total_35_44_bachelor_degree,Total_population_45_64_years,Total_45_64_high_school,Total_45_64_bachelor_degree,Total_population_65_years_over,Total_65_high_school,Total_65_bachelor_degree
310M400US25420,"Harrisburg-Carlisle, PA Metro Area",50546,7014,15574,21911,6047,395438,11510,25299,135922,64531,32966,78223,46987,358629,125210,75100,69285,28430,68407,63238,24903,155666,143128,48740,96265,82978,23137
310M400US25460,"Harrison, AR Micro Area",3395,421,1287,1493,194,31678,1566,2803,11117,8656,2464,3306,1766,27309,5072,5015,4583,729,5103,4417,756,12140,10865,2120,9420,7444,1467
310M400US25500,"Harrisonburg, VA Metro Area",25172,1219,6354,15823,1776,81150,6095,7131,25984,12858,5375,13837,9870,67924,23707,16409,14633,5387,14957,12431,5230,30396,25517,8369,19388,15343,4721
310M400US25540,"Hartford-West Hartford-East Hartford, CT Metro Area",124588,12485,31887,62847,17369,837108,32346,44957,224927,140750,70354,183557,140217,759805,323774,150994,141026,68970,143116,132968,63119,342281,315245,130032,200717,170566,61653
310M400US25580,"Hastings, NE Micro Area",3636,274,776,2374,212,20414,840,1211,5718,5069,2495,3157,1924,18363,5081,3736,3420,995,3200,2854,1108,8040,7386,1812,5438,4703,1166
310M400US25620,"Hattiesburg, MS Metro Area",17741,1728,3914,10678,1421,95255,3766,7584,25197,21740,8951,17252,10765,83905,28017,21761,19659,7044,19156,17251,6603,34705,30646,9715,19633,16349,4655
310M400US25700,"Hays, KS Micro Area",5186,290,724,3783,389,17449,418,855,4617,4034,1446,4190,1889,16176,6079,3880,3694,1813,2984,2866,1279,6308,5948,2086,4277,3668,901
310M400US25720,"Heber, UT Micro Area",2574,372,947,1073,182,18131,321,574,3706,4658,1508,5110,2254,17236,7364,3652,3525,1510,4563,4320,2019,6717,6351,2618,3199,3040,1217
310M400US25740,"Helena, MT Micro Area",6271,954,1899,2950,468,55546,825,1972,13933,13010,4779,13283,7744,52749,21027,9431,8928,3615,9188,8810,3908,22958,21910,8444,13969,13101,5060
310M400US25760,"Helena-West Helena, AR Micro Area",1739,402,440,668,229,12339,980,1685,3709,3249,987,1044,685,9674,1729,2027,1762,191,2060,1891,422,4906,3939,555,3346,2082,561
310M400US25780,"Henderson, NC Micro Area",3946,725,1923,1101,197,29935,1735,4263,11076,6030,2964,2605,1262,23937,3867,5035,4320,734,4939,3857,685,12215,9724,1398,7746,6036,1050
310M400US25820,"Hereford, TX Micro Area",1863,331,622,891,19,11100,1809,1185,3797,2324,635,1008,342,8106,1350,2372,1982,280,2314,1877,281,4098,2787,398,2316,1460,391
310M400US25840,"Hermiston-Pendleton, OR Micro Area",8015,1860,3009,2713,433,57263,5108,5584,16624,15447,5587,5629,3284,46571,8913,11609,9626,1709,10945,8353,1716,21593,17638,3245,13116,10954,2243
310M400US25860,"Hickory-Lenoir-Morganton, NC Metro Area",30168,5154,10471,12407,2136,257924,15631,29488,82095,55411,27999,31829,15471,212805,47300,41537,36324,7246,44447,37444,8560,105450,87927,20175,66490,51110,11319
310M400US25880,"Hillsdale, MI Micro Area",4422,676,1394,2085,267,31258,1178,2471,12046,7474,2770,3378,1941,27609,5319,4812,4206,766,4958,4497,972,12979,11646,2286,8509,7260,1295
310M400US25900,"Hilo, HI Micro Area",14749,1434,5402,6885,1028,139689,3048,7504,42529,30953,14459,27344,13852,129137,41196,23787,21896,5990,22965,21435,6530,54724,51576,17671,38213,34230,11005
310M400US25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",19642,3074,8494,6814,1260,149740,4008,8911,37360,30958,12716,32844,22943,136821,55787,24874,22526,7006,21947,18952,6199,51226,46972,17560,51693,48371,25022
310M400US25980,"Hinesville, GA Metro Area",10645,1221,5028,4023,373,46944,1540,3393,14960,14130,4664,5389,2868,42011,8257,15027,14217,2620,9295,8630,1584,15832,13911,3107,6790,5253,946
310M400US26020,"Hobbs, NM Micro Area",7014,1332,2272,3269,141,41947,5351,6014,13575,8786,2751,3353,2117,30582,5470,10286,8414,1000,8636,6166,953,15341,11022,2397,7684,4980,1120
310M400US26090,"Holland, MI Micro Area",9039,1345,3617,3459,618,77855,2650,4628,29465,16651,6821,11558,6082,70577,17640,13588,12531,3152,13670,12603,3754,32640,30091,6808,17957,15352,3926
310M400US26140,"Homosassa Springs, FL Metro Area",8069,1978,3473,2187,431,113645,3658,9898,43548,26100,10397,12810,7234,100089,20044,11280,9776,1222,11475,9800,1869,39532,35704,6979,51358,44809,9974
310M400US26220,"Hood River, OR Micro Area",1875,627,505,679,64,15550,1927,1019,3296,3278,1115,2747,2168,12604,4915,2830,2170,953,3021,2370,1076,6239,5007,1914,3460,3057,972
310M400US26260,"Hope, AR Micro Area",2487,623,1041,733,90,20342,1270,2251,7922,4085,1720,1994,1100,16821,3094,3135,2740,432,3418,2671,619,8236,6956,1129,5553,4454,914
310M400US26300,"Hot Springs, AR Metro Area",7265,1215,2757,2911,382,70968,2197,6046,22357,20165,5868,9088,5247,62725,14335,11057,9860,1783,10865,9722,2141,26604,23380,4797,22442,19763,5614
310M400US26340,"Houghton, MI Micro Area",7910,503,1829,4781,797,22892,471,1112,7710,4087,1961,4295,3256,21309,7551,3964,3713,1576,3590,3430,1424,8593,8162,2572,6745,6004,1979
310M400US26380,"Houma-Thibodaux, LA Metro Area",18776,4139,6879,6648,1110,140118,13052,17831,55152,24463,7008,16014,6598,109235,22612,30095,24880,5843,25828,21350,4915,54624,42463,8027,29571,20542,3827
310M400US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",627337,106043,198655,263894,58745,4331860,387877,339101,999555,905450,296287,895960,507630,3604882,1403590,1028415,898863,344818,965698,794453,335232,1630753,1343499,513910,706994,568067,209630
310M400US26460,"Hudson, NY Micro Area",4348,626,1554,1566,602,45606,1547,2845,13918,7755,5281,7327,6933,41214,14260,6515,6024,1834,6492,5860,2085,19022,17564,5772,13577,11766,4569
310M400US26500,"Huntingdon, PA Micro Area",4304,451,1862,1711,280,32727,915,2647,16108,5024,2488,3692,1853,29165,5545,5403,4825,1051,5490,5042,1075,12762,11729,1953,9072,7569,1466
310M400US26540,"Huntington, IN Micro Area",3558,553,1305,1388,312,24902,642,1611,10448,5029,2445,3074,1653,22649,4727,4337,4008,1134,4337,4045,813,10242,9432,1894,5986,5164,886
310M400US26580,"Huntington-Ashland, WV-KY-OH Metro Area",31995,3757,11517,13741,2980,249708,10840,21036,93569,51764,22430,29747,20322,217832,50069,42084,38846,10057,44647,41446,10762,97247,85978,18985,65730,51562,10265
310M400US26620,"Huntsville, AL Metro Area",41926,5288,12326,20054,4258,308079,10841,20899,70231,63437,24654,73562,44455,276339,118017,61551,55682,22718,56085,50472,23048,125412,114924,51561,65031,55261,20690
310M400US26660,"Huntsville, TX Micro Area",15388,984,2856,10554,994,56894,3610,5026,21835,12303,3220,7679,3221,48258,10900,11359,10028,2309,11231,9575,1640,21709,18047,3893,12595,10608,3058
310M400US26700,"Huron, SD Micro Area",1193,302,523,332,36,12312,1128,685,4341,2156,1533,1880,589,10499,2469,2688,2129,481,1910,1507,517,4673,4162,1003,3041,2701,468
310M400US26740,"Hutchinson, KS Micro Area",5443,862,1692,2652,237,43231,1683,3564,12061,12299,4743,5890,2991,37984,8881,7733,6560,1543,7238,6314,1525,16386,14822,3505,11874,10288,2308
310M400US26780,"Hutchinson, MN Micro Area",2771,310,887,1292,282,24700,635,1097,8997,5758,3791,3173,1249,22968,4422,4331,4011,884,4314,4008,936,9654,9384,1749,6401,5565,853
310M400US26820,"Idaho Falls, ID Metro Area",11938,1906,4750,4586,696,85756,2803,4667,22856,21875,9205,16817,7533,78286,24350,19187,17483,5196,17910,16638,6047,30750,27802,8530,17909,16363,4577
310M400US26860,"Indiana, PA Micro Area",14506,1267,3589,8682,968,55673,2071,3683,24334,8116,4870,7388,5211,49919,12599,8839,7913,2668,8468,7662,2429,22754,21056,4638,15612,13288,2864
310M400US26900,"Indianapolis-Carmel-Anderson, IN Metro Area",176182,30659,55637,67571,22315,1330740,43610,97664,372847,261690,104078,291797,159054,1189466,450851,286379,257575,111090,267453,239131,104435,514997,467597,169673,261911,225163,65653
310M400US26940,"Indianola, MS Micro Area",2827,602,921,1192,112,17620,1535,3238,5191,3709,1233,1773,941,12847,2714,4230,3129,534,3370,2722,522,6717,4962,988,3303,2034,670
310M400US26960,"Ionia, MI Micro Area",5786,1164,2360,1793,469,43360,1185,3095,17184,10633,4275,5004,1984,39080,6988,8085,7126,1387,8494,7772,1681,17831,16383,2638,8950,7799,1282
310M400US26980,"Iowa City, IA Metro Area",32726,1796,6755,18702,5473,101291,2982,2454,19873,18053,8985,26452,22492,95855,48944,25838,24596,14873,19800,18953,10570,35657,33757,16075,19996,18549,7426
310M400US27020,"Iron Mountain, MI-WI Micro Area",2086,431,594,894,167,22010,258,948,7610,5305,2328,3748,1813,20804,5561,3051,2981,994,3110,3041,821,9286,8822,2207,6563,5960,1539
310M400US27060,"Ithaca, NY Metro Area",27818,467,3994,18489,4868,59782,977,2470,11592,7446,5785,13620,17892,56335,31512,13114,12557,8222,10452,9823,6161,22655,21323,10979,13561,12632,6150
310M400US27100,"Jackson, MI Metro Area",14388,2021,5137,6537,693,109811,2291,8013,36202,28549,11273,16192,7291,99507,23483,19336,17319,4247,18765,17140,4226,45127,41563,9374,26583,23485,5636
310M400US27140,"Jackson, MS Metro Area",56566,7875,15518,27313,5860,381724,15215,33421,96101,86071,35700,69603,45613,333088,115216,81567,72917,25678,75339,66673,23814,145677,129300,43742,79141,64198,21982
310M400US27160,"Jackson, OH Micro Area",2531,431,1415,650,35,22110,1109,2307,9252,4028,2042,2291,1081,18694,3372,4080,3392,611,4007,3669,957,8697,7579,1166,5326,4054,638
310M400US27180,"Jackson, TN Metro Area",14064,1329,5373,6406,956,85734,3636,7337,30967,17959,5944,12785,7106,74761,19891,15924,14669,4035,14865,13625,3921,33904,29594,7517,21041,16873,4418
310M400US27220,"Jackson, WY-ID Micro Area",2274,262,632,992,388,24510,708,771,3462,5182,1490,8752,4145,23031,12897,5671,5369,3112,5628,5111,3235,8950,8414,4458,4261,4137,2092
310M400US27260,"Jacksonville, FL Metro Area",127682,19872,43299,53029,11482,1013985,28472,66780,282829,225324,101376,203662,105542,918733,309204,212647,195442,64846,187363,170333,65910,393663,358103,115207,220312,194855,63241
310M400US27300,"Jacksonville, IL Micro Area",4213,407,1536,2032,238,27560,591,1662,11492,6397,2102,3680,1636,25307,5316,4788,4471,1169,4585,4263,1087,10558,9907,1909,7629,6666,1151
310M400US27340,"Jacksonville, NC Metro Area",43377,2527,22544,16719,1587,103180,2508,6537,30077,31036,10972,15357,6693,94135,22050,36014,34461,8317,19524,17915,5067,30845,27922,5872,16797,13837,2794
310M400US27380,"Jacksonville, TX Micro Area",4860,1216,1648,1720,276,33820,3125,3864,10640,8001,2482,3780,1928,26831,5708,6056,4979,646,6130,4607,1120,12859,10194,2076,8775,7051,1866
310M400US27420,"Jamestown, ND Micro Area",2322,230,739,1099,254,14488,507,785,5017,3364,1406,2649,760,13196,3409,2673,2509,729,2312,2200,729,5658,5395,1430,3845,3092,521
310M400US27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",13050,1684,3768,6657,941,89858,3197,6788,32222,16157,11972,10819,8703,79873,19522,15083,13235,3136,13614,12173,3220,36493,32905,8055,24668,21560,5111
310M400US27500,"Janesville-Beloit, WI Metro Area",14155,1664,5888,5688,915,109468,3197,7137,39833,23183,12268,15817,8033,99134,23850,19688,18218,4767,19800,17868,4857,44452,40282,9728,25528,22766,4498
310M400US27540,"Jasper, IN Micro Area",4365,851,1349,1738,427,37190,1228,2732,14870,6041,4792,5405,2122,33230,7527,5894,5296,1778,6498,5864,1554,15356,14283,2847,9442,7787,1348
310M400US27580,"Jayuya, PR Micro Area",1568,237,497,793,41,9940,1693,611,3857,1395,648,1245,491,7636,1736,1976,1784,577,1881,1628,277,3783,2998,730,2300,1226,152
310M400US27600,"Jefferson, GA Micro Area",4749,839,2166,1620,124,44233,2430,4786,14274,9149,4288,5952,3354,37017,9306,8314,7037,1692,9348,8096,2475,17096,14283,3555,9475,7601,1584
310M400US27620,"Jefferson City, MO Metro Area",14034,2797,4047,6185,1005,103086,3792,7370,36103,20468,7478,18525,9350,91924,27875,19885,17929,5655,18881,16947,5417,40820,37001,11419,23500,20047,5384
310M400US27660,"Jennings, LA Micro Area",2672,565,1104,935,68,20733,1500,2418,8641,3769,1104,2240,1061,16815,3301,4018,3378,787,3642,2994,650,8126,6778,1313,4947,3665,551
310M400US27700,"Jesup, GA Micro Area",2347,900,557,836,54,20050,1298,2328,8132,3797,1916,1585,994,16424,2579,4043,3155,625,3823,3408,505,7705,6399,1019,4479,3462,430
310M400US27740,"Johnson City, TN Metro Area",21061,1533,7234,10078,2216,141513,7113,11933,46678,29783,9014,22562,14430,122467,36992,24289,22879,8470,24016,21774,6840,55105,47991,13593,38103,29823,8089
310M400US27780,"Johnstown, PA Metro Area",12424,1070,4121,6241,992,96069,2561,5790,43146,14458,9531,12894,7689,87718,20583,13825,12959,4069,14759,13934,4384,38700,36257,7892,28785,24568,4238
310M400US27860,"Jonesboro, AR Metro Area",13791,1364,3446,7498,1483,84033,4030,6501,30348,17989,5713,12092,7360,73502,19452,19167,17647,5353,16569,14983,4199,29995,26664,6364,18302,14208,3536
310M400US27900,"Joplin, MO Metro Area",16186,1942,6162,7129,953,117072,5066,10243,40226,26914,9061,17956,7606,101763,25562,23344,20896,5349,21683,18073,5497,44230,38911,9632,27815,23883,5084
310M400US27920,"Junction City, KS Micro Area",5482,275,2547,2464,196,18624,342,767,4853,5990,2600,2865,1207,17515,4072,7208,6996,1352,4152,3848,1214,4495,4291,1040,2769,2380,466
310M400US27940,"Juneau, AK Micro Area",2869,369,1113,1115,272,22479,249,629,4584,6586,1552,5735,3144,21601,8879,4848,4700,1645,4370,4182,1667,9384,9091,3837,3877,3628,1730
310M400US27980,"Kahului-Wailuku-Lahaina, HI Metro Area",11560,1302,5786,3692,780,117275,4220,5130,37341,27838,11591,21061,10094,107925,31155,21286,19993,4397,21928,20521,6309,46189,43340,11979,27872,24071,8470
310M400US28020,"Kalamazoo-Portage, MI Metro Area",47478,4344,11242,26701,5191,214332,5478,11578,52222,50988,21252,44080,28734,197276,72814,42894,40152,16562,38672,35669,14977,82816,76721,25915,49950,44734,15360
310M400US28060,"Kalispell, MT Micro Area",6992,1120,3327,2210,335,69264,954,3257,20728,16348,7283,13959,6735,65053,20694,11496,10807,3252,12028,11318,3647,27889,26674,8294,17851,16254,5501
310M400US28100,"Kankakee, IL Metro Area",12283,1509,4329,5602,843,72819,3200,5646,24460,18126,6127,9536,5724,63973,15260,13385,12094,3851,13198,11672,2924,28627,25499,5634,17609,14708,2851
310M400US28140,"Kansas City, MO-KS Metro Area",172237,23466,55207,69258,24306,1416746,40429,76014,363274,312828,108283,326775,189143,1300303,515918,296897,275623,119897,277275,254740,114544,545417,504681,194515,297157,265259,86962
310M400US28180,"Kapaa, HI Micro Area",4950,355,1946,2314,335,50696,2365,1797,15243,9683,6640,10342,4626,46534,14968,8762,8280,2421,8685,8307,2700,19811,18587,5423,13438,11360,4424
310M400US28260,"Kearney, NE Micro Area",8022,595,1703,5017,707,34488,841,1421,8992,8380,3407,7682,3765,32226,11447,7447,6970,2754,6508,5943,2520,12647,12048,3888,7886,7265,2285
310M400US28300,"Keene, NH Micro Area",9408,675,2101,5900,732,53033,1125,2588,16625,9991,5416,10349,6939,49320,17288,8929,8443,2760,7889,7465,2896,22020,20711,7274,14195,12701,4358
310M400US28340,"Kendallville, IN Micro Area",4012,842,1649,1288,233,31431,2247,2738,12780,6110,3075,3186,1295,26446,4481,5537,4872,1097,5865,4812,833,12926,10930,1727,7103,5832,824
310M400US28380,"Kennett, MO Micro Area",2501,579,1079,823,20,20069,2097,2822,7497,3699,1323,1761,870,15150,2631,3278,2624,499,3499,3013,642,7832,6028,858,5460,3485,632
310M400US28420,"Kennewick-Richland, WA Metro Area",25340,5640,9384,9262,1054,177519,14782,10713,43965,43480,17987,28840,17752,152024,46592,40454,35246,8923,36088,29586,10281,65674,56300,17212,35303,30892,10176
310M400US28500,"Kerrville, TX Micro Area",4215,673,1705,1601,236,37151,1731,2548,10207,10463,2706,6161,3335,32872,9496,5313,4611,1120,4702,4099,937,13317,11579,3036,13819,12583,4403
310M400US28540,"Ketchikan, AK Micro Area",1144,145,607,322,70,9580,190,511,2865,2870,801,1632,711,8879,2343,1860,1692,398,1713,1606,434,4057,3805,952,1950,1776,559
310M400US28580,"Key West, FL Micro Area",5197,987,1565,2214,431,59600,2331,2849,16274,13155,5141,12399,7451,54420,19850,9298,8784,2951,9553,8566,2975,24486,22757,8107,16263,14313,5817
310M400US28620,"Kill Devil Hills, NC Micro Area",2467,407,922,829,309,29954,852,1750,7478,7784,2985,5942,3163,27352,9105,4275,3717,1009,4952,4526,1371,12670,11728,3817,8057,7381,2908
310M400US28660,"Killeen-Temple, TX Metro Area",52098,5661,21619,21783,3035,268518,10928,15547,70832,80202,29956,40466,20587,242043,61053,74920,69245,15823,57305,52283,13570,90318,81414,20902,45975,39101,10758
310M400US28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",23431,2626,9507,9698,1600,222976,12616,20382,80128,45524,18432,28719,17175,189978,45894,33633,30443,7457,36051,32774,8779,88785,76949,18236,64507,49812,11422
310M400US28740,"Kingston, NY Metro Area",16951,1516,4578,8986,1871,129932,4093,8202,38655,23670,13465,23201,18646,117637,41847,21959,20019,6436,20768,19169,7389,53870,49257,17477,33335,29192,10545
310M400US28780,"Kingsville, TX Micro Area",6457,798,1112,3612,935,17676,1697,2175,4437,3978,1074,3010,1305,13804,4315,4461,4074,1264,3317,2779,739,5725,4352,1508,4173,2599,804
310M400US28820,"Kinston, NC Micro Area",4495,950,1904,1508,133,39815,2993,4807,12800,8913,4517,3964,1821,32015,5785,6578,5208,710,6234,5107,1216,16047,13316,2306,10956,8384,1553
310M400US28860,"Kirksville, MO Micro Area",7640,442,1369,5037,792,16460,650,1038,6217,3012,1143,2155,2245,14772,4400,3173,3002,998,2526,2303,842,6295,5711,1542,4466,3756,1018
310M400US28900,"Klamath Falls, OR Micro Area",5557,895,1622,2793,247,46345,1788,4050,13954,12764,4801,5830,3158,40507,8988,8091,7102,1310,7155,6154,1716,17731,15486,3126,13368,11765,2836
310M400US28940,"Knoxville, TN Metro Area",86644,9577,28236,40004,8827,600813,25595,45523,188659,123172,46654,103802,67408,529695,171210,107522,98343,33434,105396,95481,33903,234845,209296,65658,153050,126575,38215
310M400US29020,"Kokomo, IN Metro Area",6659,1645,2396,2138,480,57038,1757,4594,20794,12648,5135,7843,4267,50687,12110,9650,8557,2273,9540,8640,2310,22504,20427,4802,15344,13063,2725
310M400US29060,"Laconia, NH Micro Area",4347,725,1230,1712,680,44796,825,2511,12773,9570,4590,8858,5669,41460,14527,6242,5664,2200,6582,6102,2315,19330,18016,5797,12642,11678,4215
310M400US29100,"La Crosse-Onalaska, WI-MN Metro Area",20542,975,5711,11937,1919,88282,1607,3185,23501,19023,12060,18493,10413,83490,28906,16890,16434,6170,15069,14421,6209,34443,33056,10943,21880,19579,5584
310M400US29180,"Lafayette, LA Metro Area",44507,7298,15704,19076,2429,323023,20539,33730,116816,61156,17222,51992,21568,268754,73560,73123,64116,19755,60928,52736,16056,124005,102521,25359,64967,49381,12390
310M400US29200,"Lafayette-West Lafayette, IN Metro Area",48130,2348,11967,27420,6395,124131,3331,7432,34292,26187,10143,24540,18206,113368,42746,29697,28097,12491,23656,21359,8479,44927,41184,14451,25851,22728,7325
310M400US29260,"La Grande, OR Micro Area",2952,366,908,1423,255,17317,409,923,5656,4507,1535,2857,1430,15985,4287,3012,2701,691,2841,2603,722,6421,6105,1725,5043,4576,1149
310M400US29300,"LaGrange, GA Micro Area",7033,1495,2787,2142,609,45424,2534,5249,15590,10609,3053,5214,3175,37641,8389,9342,8334,1447,8539,7153,1555,17650,14612,3562,9893,7542,1825
310M400US29340,"Lake Charles, LA Metro Area",18628,2284,7429,7620,1295,137004,6044,12682,46537,31783,10432,19857,9669,118278,29526,30116,26611,6214,24902,22478,6062,52354,45434,11105,29632,23755,6145
310M400US29380,"Lake City, FL Micro Area",6140,1822,2109,2101,108,47814,2081,4284,17263,11729,5013,4936,2508,41449,7444,8716,7387,1158,8083,7074,1267,18591,16491,3013,12424,10497,2006
310M400US29420,"Lake Havasu City-Kingman, AZ Metro Area",13292,3528,5307,4143,314,155888,6618,16339,54288,45943,12596,13083,7021,132931,20104,20728,16691,2959,18970,15910,2462,56853,49261,6746,59337,51069,7937
310M400US29460,"Lakeland-Winter Haven, FL Metro Area",57022,10880,21673,21359,3110,461771,27947,42137,163614,96705,39101,61054,31213,391687,92267,84933,73412,16432,78824,66865,17136,164476,139442,33177,133538,111968,25522
310M400US29500,"Lamesa, TX Micro Area",1523,617,542,354,10,8277,1063,1193,3029,1660,295,793,244,6021,1037,2157,1553,267,1630,1216,212,2642,2086,338,1848,1166,220
310M400US29540,"Lancaster, PA Metro Area",49318,9707,18275,16452,4884,360878,25020,29638,129235,53141,26754,61732,35358,306220,97090,69734,59471,22175,60986,52284,18036,137848,120274,35522,92310,74191,21357
